frame,label
3370,3
3380,3
3390,3
3400,3
3410,3
3420,3
3430,3
3440,3
3450,3
3460,3
3470,3
3480,3
3490,3
3500,3
3510,3
3520,3
3530,3
3540,3
3550,3
3560,2
3570,2
3580,2
3590,2
3600,2
3610,2
3620,2
3630,2
3640,2
3650,2
3660,2
3670,2
3680,2
3690,2
3700,2
3710,2
3720,2
3730,2
3740,2
3750,2
3760,2
3770,2
3780,2
3790,2
3800,2
3810,2
3820,1
3830,1
3840,1
3850,1
3860,1
3870,1
3880,1
3890,1
3900,1
3910,1
3920,1
3930,1
3940,1
3950,1
3960,1
3970,1
3980,1
3990,1
4000,1
4010,1
4020,1
4030,1
4040,1
4050,1
4060,1
4070,1
4080,1
4090,1
4100,1
4110,1
4120,1
4130,1
4140,1
4150,1
4160,1
4170,1
4180,1
4190,1
4200,1
4210,2
4220,2
4230,2
4240,2
4250,2
4260,2
4270,2
4280,2
4290,2
4300,2
4310,2
4320,2
4330,2
4340,2
4350,2
4360,2
4370,2
4380,2
4390,2
4400,2
4410,2
4420,2
4430,2
4440,2
4450,2
4460,2
4470,2
4480,2
4490,2
4500,2
4510,2
4520,2
4530,2
4540,2
4550,2
4560,2
4570,2
4580,2
4590,2
4600,2
4610,2
4620,2
4630,2
4640,2
4650,2
4660,2
4670,2
4680,2
4690,2
4700,2
4710,2
4720,2
4730,2
4740,2
4750,2
4760,2
4770,2
4780,2
4790,2
4800,2
4810,2
4820,2
4830,2
4840,2
4850,2
4860,2
4870,1
4880,1
4890,1
4900,1
4910,1
4920,1
4930,1
4940,1
4950,1
4960,1
4970,1
4980,1
4990,1
5000,1
5010,1
5020,1
5030,1
5040,1
5050,1
5060,1
5070,1
5080,1
5090,1
5100,1
5110,1
5120,1
5130,1
5140,1
5150,1
5160,1
5170,1
5180,1
5190,1
5200,1
5210,1
5220,1
5230,1
5240,1
5250,1
5260,1
5270,1
5280,1
5290,1
5300,1
5310,1
5320,1
5330,1
5340,1
5350,1
5360,1
5370,1
5380,1
5390,1
5400,1
5410,1
5420,1
5430,1
5440,1
5450,1
5460,1
5470,1
5480,1
5490,1
5500,1
5510,1
5520,1
5530,1
5540,1
5550,1
5560,1
5570,1
5580,1
5590,1
5600,1
5610,1
5620,1
5630,1
5640,1
5650,1
5660,1
5670,1
5680,1
5690,1
5700,1
5710,1
5720,1
5730,1
5740,1
5750,1
5760,1
5770,1
5780,1
5790,1
5800,1
5810,1
5820,1
5830,1
5840,1
5850,1
5860,1
5870,1
5880,1
5890,1
5900,1
5910,1
5920,1
5930,1
5940,1
5950,1
5960,1
5970,1
5980,1
5990,1
6000,1
6010,1
6020,1
6030,1
6040,1
6050,1
6060,1
6070,1
6080,1
6090,1
6100,1
6110,1
6120,2
6130,2
6140,2
6150,2
6160,2
6170,2
6180,2
6190,0
6200,0
6210,0
6220,0
6230,0
6240,0
6250,0
6260,0
6270,0
6280,0
6290,0
6300,0
6310,0
6320,0
6330,0
6340,0
6350,0
6360,0
6370,0
6380,0
6390,0
6400,0
6410,0
6420,0
6430,0
6440,0
6450,0
6460,0
6470,0
6480,0
6490,0
6500,0
6510,0
6520,0
6530,0
6540,0
6550,0
6560,0
6570,0
6580,0
6590,0
6600,0
6610,0
6620,0
6630,0
6640,0
6650,0
6660,0
6670,0
6680,0
6690,0
6700,0
6710,0
6720,0
6730,0
6740,0
6750,0
6760,0
6770,0
6780,0
6790,0
6800,0
6810,0
6820,0
6830,0
6840,0
6850,0
6860,0
6870,0
6880,0
6890,0
6900,0
6910,0
6920,0
6930,0
6940,0
6950,0
6960,0
6970,0
6980,0
6990,0
7000,0
7010,0
7020,0
7030,0
7040,0
7050,0
7060,0
7070,0
7080,0
7090,0
7100,0
7110,0
7120,0
7130,0
7140,0
7150,0
7160,0
7170,0
7180,0
7190,0
7200,0
7210,0
7220,0
7230,0
7240,2
7250,2
7260,2
7270,2
7280,2
7290,2
7300,2
7310,2
7320,2
7330,2
7340,2
7350,2
7360,2
7370,2
7380,2
7390,2
7400,2
7410,2
7420,2
7430,2
7440,1
7450,1
7460,1
7470,1
7480,1
7490,1
7500,1
7510,2
7520,2
7530,2
7540,2
7550,2
7560,2
7570,2
7580,2
7590,2
7600,2
7610,2
7620,2
7630,2
7640,2
7650,2
7660,2
7670,1
7680,1
7690,1
7700,1
7710,1
7720,1
7730,1
7740,2
7750,2
7760,2
7770,2
7780,2
7790,2
7800,2
7810,2
7820,2
7830,2
7840,2
7850,2
7860,2
7870,2
7880,2
7890,2
7900,0
7910,0
7920,0
7930,0
7940,0
7950,0
7960,0
7970,0
7980,0
7990,0
8000,0
8010,0
8020,0
8030,0
8040,0
8050,0
8060,0
8070,0
8080,0
8090,0
8100,0
8110,0
8120,0
8130,0
8140,0
8150,0
8160,0
8170,0
8180,0
8190,0
8200,0
8210,0
8220,0
8230,0
8240,0
8250,0
8260,0
8270,0
8280,0
8290,0
8300,0
8310,0
8320,0
8330,0
8340,0
8350,0
8360,2
8370,2
8380,2
8390,2
8400,2
8410,2
8420,2
8430,2
8440,2
8450,2
8460,2
8470,2
8480,1
8490,1
8500,1
8510,1
8520,1
8530,1
8540,1
8550,1
8560,1
8570,1
8580,1
8590,1
8600,1
8610,1
8620,1
8630,1
8640,1
8650,1
8660,1
8670,1
8680,1
8690,1
8700,1
8710,1
8720,1
8730,1
8740,1
8750,1
8760,1
8770,1
8780,1
8790,1
8800,1
8810,1
8820,1
8830,1
8840,1
8850,1
8860,1
8870,1
8880,1
8890,1
8900,1
8910,1
8920,1
8930,1
8940,1
8950,1
8960,1
8970,1
8980,1
8990,1
9000,1
9010,1
9020,1
9030,1
9040,1
9050,1
9060,1
9070,1
9080,1
9090,1
9100,1
9110,1
9120,1
9130,1
9140,1
9150,1
9160,1
9170,1
9180,1
9190,1
9200,1
9210,1
9220,0
9230,0
9240,0
9250,0
9260,0
9270,0
9280,0
9290,0
9300,0
9310,0
9320,0
9330,0
9340,0
9350,0
9360,0
9370,0
9380,0
9390,0
9400,0
9410,3
9420,3
9430,3
9440,3
9450,3
9460,3
9470,3
9480,3
9490,3
9500,3
9510,3
9520,3
9530,3
9540,3
9550,3
9560,3
9570,3
9580,3
9590,3
9600,3
9610,3
9620,3
9630,3
9640,3
9650,3
9660,3
9670,3
9680,3
9690,3
9700,3
9710,3
9720,3
9730,3
9740,3
9750,3
9760,3
9770,3
9780,3
9790,3
9800,3
9810,3
9820,3
9830,3
9840,3
9850,3
9860,3
9870,1
9880,1
9890,1
9900,1
9910,1
9920,1
9930,1
9940,1
9950,1
9960,1
9970,1
9980,1
9990,1
10000,1
10010,1
10020,1
10030,1
10040,1
10050,1
10060,1
10070,1
10080,1
10090,1
10100,1
10110,1
10120,1
10130,1
10140,1
10150,1
10160,1
10170,1
10180,1
10190,1
10200,1
10210,1
10220,1
10230,1
10240,1
10250,1
10260,1
10270,1
10280,1
10290,1
10300,1
10310,1
10320,1
10330,0
10340,0
10350,0
10360,0
10370,0
10380,0
10390,0
10400,0
10410,0
10420,0
10430,0
10440,0
10450,0
10460,0
10470,0
10480,0
10490,0
10500,0
10510,0
10520,0
10530,0
10540,0
10550,0
10560,0
10570,0
10580,0
10590,0
10600,0
10610,0
10620,0
10630,0
10640,2
10650,2
10660,2
10670,2
10680,2
10690,2
10700,2
10710,2
10720,2
10730,2
10740,2
10750,2
10760,2
10770,2
10780,2
10790,2
10800,2
10810,2
10820,2
10830,2
10840,2
10850,2
10860,2
10870,2
10880,2
10890,2
10900,2
10910,2
10920,2
10930,2
10940,2
10950,2
10960,2
10970,2
10980,2
10990,2
11000,2
11010,2
11020,2
11030,2
11040,2
11050,2
11060,2
11070,2
11080,2
11090,2
11100,2
11110,2
11120,2
11130,2
11140,2
11150,2
11160,2
11170,2
11180,2
11190,2
11200,2
11210,2
11220,2
11230,2
11240,2
11250,2
11260,2
11270,2
11280,2
11290,2
11300,2
11310,2
11320,2
11330,2
11340,2
11350,2
11360,2
11370,2
11380,2
11390,2
11400,2
11410,2
11420,2
11430,2
11440,2
11450,2
11460,2
11470,2
11480,2
11490,2
11500,2
11510,2
11520,2
11530,2
11540,2
11550,1
11560,1
11570,1
11580,1
11590,1
11600,1
11610,1
11620,1
11630,1
11640,1
11650,1
11660,1
11670,1
11680,1
11690,1
11700,1
11710,1
11720,1
11730,1
11740,1
11750,2
11760,2
11770,2
11780,2
11790,2
11800,2
11810,2
11820,2
11830,2
11840,2
11850,2
11860,2
11870,2
11880,2
11890,2
11900,2
11910,2
11920,2
11930,2
11940,2
11950,2
11960,2
11970,2
11980,2
11990,2
12000,2
12010,2
12020,2
12030,2
12040,2
12050,2
12060,2
12070,2
12080,0
12090,0
12100,0
12110,0
12120,0
12130,0
12140,0
12150,0
12160,0
12170,0
12180,0
12190,0
12200,0
12210,0
12220,0
12230,0
12240,0
12250,0
12260,0
12270,0
12280,0
12290,0
12300,0
12310,0
12320,0
12330,0
12340,0
12350,0
12360,0
12370,0
12380,0
12390,3
12400,3
12410,3
12420,3
12430,3
12440,3
12450,3
12460,3
12470,3
12480,3
12490,3
12500,3
12510,3
12520,3
12530,3
12540,3
12550,3
12560,3
12570,3
12580,3
12590,3
12600,3
12610,3
12620,3
12630,3
12640,3
12650,3
12660,3
12670,3
12680,3
12690,3
12700,3
12710,3
12720,3
12730,3
12740,3
12750,3
12760,3
12770,3
12780,3
12790,3
12800,3
12810,3
12820,3
12830,3
12840,3
12850,3
12860,3
12870,3
12880,3
12890,3
12900,3
12910,3
12920,3
12930,3
12940,3
12950,3
12960,3
12970,3
12980,3
12990,3
13000,3
13010,3
13020,3
13030,3
13040,3
13050,3
13060,3
13070,3
13080,3
13090,3
13100,3
13110,3
13120,3
13130,3
13140,1
13150,1
13160,1
13170,1
13180,1
13190,1
13200,1
13210,1
13220,1
13230,1
13240,1
13250,1
13260,1
13270,1
13280,1
13290,2
13300,2
13310,2
13320,2
13330,2
13340,2
13350,2
13360,2
13370,2
13380,2
13390,2
13400,2
13410,2
13420,2
13430,2
13440,2
13450,2
13460,2
13470,2
13480,2
13490,2
13500,2
13510,2
13520,2
13530,2
13540,2
13550,2
13560,2
13570,2
13580,2
13590,2
13600,2
13610,2
13620,2
13630,2
13640,2
13650,2
13660,2
13670,2
13680,2
13690,2
13700,2
13710,2
13720,2
13730,2
13740,2
13750,2
13760,2
13770,2
13780,2
13790,2
13800,2
13810,2
13820,2
13830,2
13840,2
13850,2
13860,2
13870,2
13880,2
13890,2
13900,2
13910,2
13920,2
13930,2
13940,2
13950,2
13960,2
13970,2
13980,2
13990,2
14000,2
14010,2
14020,2
14030,2
14040,2
14050,2
14060,2
14070,2
14080,2
14090,2
14100,2
14110,2
14120,2
14130,2
14140,2
14150,2
14160,2
14170,2
14180,2
14190,2
14200,2
14210,2
14220,2
14230,2
14240,2
14250,2
14260,2
14270,2
14280,2
14290,2
14300,2
14310,2
14320,2
14330,2
14340,2
14350,2
14360,2
14370,2
14380,2
14390,2
14400,2
14410,2
14420,2
14430,2
14440,2
14450,2
14460,2
14470,2
14480,2
14490,2
14500,2
14510,2
14520,2
14530,2
14540,2
14550,2
14560,2
14570,2
14580,2
14590,2
14600,2
14610,2
14620,2
14630,1
14640,1
14650,1
14660,1
14670,1
14680,1
14690,1
14700,1
14710,1
14720,1
14730,1
14740,1
14750,1
14760,1
14770,1
14780,1
14790,1
14800,1
14810,2
14820,2
14830,2
14840,2
14850,1
14860,1
14870,1
14880,1
14890,1
14900,1
14910,1
14920,1
14930,1
14940,1
14950,1
14960,1
14970,1
14980,1
14990,1
15000,1
15010,1
15020,1
15030,1
15040,1
15050,1
15060,1
15070,1
15080,1
15090,1
15100,1
15110,1
15120,1
15130,1
15140,1
15150,1
15160,1
15170,1
15180,1
15190,1
15200,1
15210,1
15220,1
15230,1
15240,1
15250,1
15260,1
15270,1
15280,1
15290,1
15300,1
15310,1
15320,1
15330,1
15340,1
15350,1
15360,1
15370,1
15380,1
15390,1
15400,1
15410,1
15420,1
15430,1
15440,1
15450,1
15460,1
15470,1
15480,1
15490,1
15500,1
15510,1
15520,0
15530,0
15540,0
15550,0
15560,0
15570,0
15580,0
15590,0
15600,0
15610,0
15620,0
15630,0
15640,0
15650,0
15660,0
15670,0
15680,0
15690,0
15700,0
15710,0
15720,0
15730,0
15740,0
15750,0
15760,0
15770,0
15780,1
15790,1
15800,1
15810,1
15820,1
15830,1
15840,1
15850,0
15860,0
15870,0
15880,0
15890,0
15900,0
15910,0
15920,0
15930,0
15940,0
15950,0
15960,0
15970,0
15980,0
15990,0
16000,0
16010,0
16020,0
16030,0
16040,0
16050,0
16060,0
16070,0
16080,0
16090,0
16100,0
16110,0
16120,0
16130,0
16140,0
16150,0
16160,0
16170,0
16180,0
16190,0
16200,0
16210,0
16220,0
16230,0
16240,0
16250,0
16260,0
16270,0
16280,0
16290,0
16300,0
16310,0
16320,0
16330,0
16340,0
16350,0
16360,0
16370,0
16380,0
16390,0
16400,0
16410,0
16420,0
16430,0
16440,0
16450,0
16460,0
16470,0
16480,0
16490,0
16500,0
16510,2
16520,2
16530,2
16540,2
16550,2
16560,2
16570,2
16580,2
16590,2
16600,1
16610,1
16620,1
16630,1
16640,1
16650,1
16660,1
16670,1
16680,2
16690,2
16700,2
16710,2
16720,2
16730,2
16740,2
16750,2
16760,2
16770,2
16780,2
16790,2
16800,2
16810,2
16820,2
16830,2
16840,2
16850,2
16860,2
16870,2
16880,2
16890,2
16900,2
16910,2
16920,2
16930,2
16940,2
16950,2
16960,2
16970,2
16980,2
16990,2
17000,2
17010,0
17020,0
17030,0
17040,0
17050,0
17060,0
17070,0
17080,0
17090,0
17100,0
17110,0
17120,0
17130,0
17140,0
17150,0
17160,0
17170,0
17180,0
17190,0
17200,3
17210,3
17220,3
17230,3
17240,3
17250,3
17260,3
17270,3
17280,3
17290,3
17300,3
17310,3
17320,3
17330,3
17340,3
17350,3
17360,3
17370,3
17380,3
17390,3
17400,3
17410,3
17420,3
17430,3
17440,3
17450,3
17460,3
17470,3
17480,3
17490,3
17500,3
17510,3
17520,3
17530,3
17540,0
17550,0
17560,0
17570,0
17580,0
17590,0
17600,0
17610,0
17620,0
17630,0
17640,0
17650,0
17660,0
17670,0
17680,0
17690,0
17700,0
17710,0
17720,0
17730,0
17740,0
17750,0
17760,0
17770,0
17780,0
17790,0
17800,0
17810,0
17820,0
17830,0
17840,0
17850,0
17860,0
17870,0
17880,0
17890,0
17900,0
17910,0
17920,0
17930,0
17940,0
17950,0
17960,0
17970,0
17980,0
17990,0
18000,0
18010,0
18020,0
18030,0
18040,0
18050,0
18060,0
18070,0
18080,0
18090,0
18100,0
18110,0
18120,0
18130,0
18140,0
18150,0
18160,0
18170,0
18180,0
18190,0
18200,0
18210,0
18220,0
18230,0
18240,0
18250,0
18260,0
18270,0
18280,0
18290,0
18300,0
18310,0
18320,0
18330,0
18340,0
18350,0
18360,0
18370,0
18380,0
18390,0
18400,0
18410,0
18420,0
18430,0
18440,0
18450,0
18460,0
18470,0
18480,0
18490,0
18500,0
18510,0
18520,0
18530,0
18540,0
18550,0
18560,0
18570,0
18580,0
18590,0
18600,0
18610,0
18620,0
18630,0
18640,0
18650,0
18660,2
18670,2
18680,2
18690,2
18700,2
18710,2
18720,2
18730,2
18740,2
18750,2
18760,2
18770,2
18780,2
18790,2
18800,2
18810,2
18820,2
18830,1
18840,1
18850,1
18860,1
18870,1
18880,1
18890,1
18900,1
18910,1
18920,1
18930,1
18940,1
18950,1
18960,1
18970,1
18980,1
18990,1
19000,1
19010,0
19020,0
19030,0
19040,0
19050,0
19060,0
19070,0
19080,3
19090,3
19100,3
19110,3
19120,3
19130,3
19140,3
19150,3
19160,3
19170,3
19180,3
19190,3
19200,3
19210,3
19220,3
19230,3
19240,3
19250,3
19260,3
19270,3
19280,0
19290,0
19300,0
19310,0
19320,0
19330,1
19340,1
19350,1
19360,1
19370,1
19380,1
19390,1
19400,1
19410,1
19420,2
19430,2
19440,2
19450,2
19460,2
19470,2
19480,2
19490,2
19500,2
19510,2
19520,2
19530,2
19540,2
19550,2
19560,2
19570,2
19580,2
19590,2
19600,2
19610,2
19620,2
19630,2
19640,2
19650,2
19660,2
19670,2
19680,2
19690,2
19700,2
19710,2
19720,2
19730,2
19740,2
19750,2
19760,2
19770,2
19780,2
19790,2
19800,2
19810,2
19820,2
19830,2
19840,2
19850,2
19860,2
19870,2
19880,2
19890,2
19900,2
19910,2
19920,2
19930,2
19940,2
19950,2
19960,2
19970,2
19980,2
19990,2
20000,2
20010,2
20020,2
20030,2
20040,2
20050,2
20060,2
20070,2
20080,2
20090,2
20100,2
20110,2
20120,2
20130,2
20140,2
20150,2
20160,2
20170,2
20180,2
20190,2
20200,2
20210,2
20220,2
20230,2
20240,2
20250,2
20260,2
20270,2
20280,2
20290,2
20300,2
20310,2
20320,2
20330,2
20340,1
20350,1
20360,1
20370,1
20380,1
20390,1
20400,1
20410,1
20420,1
20430,1
20440,1
20450,1
20460,1
20470,1
20480,1
20490,1
20500,1
20510,1
20520,1
20530,1
20540,1
20550,1
20560,0
20570,0
20580,0
20590,0
20600,0
20610,0
20620,0
20630,0
20640,0
20650,0
20660,0
20670,0
20680,0
20690,0
20700,0
20710,0
20720,0
20730,0
20740,0
20750,0
20760,0
20770,0
20780,0
20790,0
20800,0
20810,0
20820,0
20830,0
20840,1
20850,1
20860,1
20870,1
20880,1
20890,1
20900,1
20910,1
20920,1
20930,1
20940,1
20950,1
20960,1
20970,1
20980,1
20990,1
21000,1
21010,1
21020,1
21030,1
21040,1
21050,1
21060,1
21070,1
21080,1
21090,1
21100,1
21110,1
21120,1
21130,1
21140,1
21150,1
21160,1
21170,0
21180,0
21190,0
21200,0
21210,0
21220,0
21230,0
21240,0
21250,0
21260,0
21270,0
21280,0
21290,0
21300,0
21310,0
21320,0
21330,0
21340,0
21350,0
21360,0
21370,0
21380,0
21390,0
21400,0
21410,0
21420,0
21430,3
21440,3
21450,3
21460,3
21470,3
21480,3
21490,3
21500,3
21510,3
21520,3
21530,3
21540,3
21550,3
21560,3
21570,3
21580,3
21590,3
21600,3
21610,3
21620,3
21630,3
21640,3
21650,3
21660,3
21670,3
21680,3
21690,3
21700,3
21710,3
21720,3
21730,3
21740,3
21750,3
21760,3
21770,3
21780,3
21790,3
21800,3
21810,3
21820,3
21830,3
21840,3
21850,3
21860,3
21870,3
21880,3
21890,3
21900,3
21910,3
21920,3
21930,3
21940,3
21950,3
21960,3
21970,3
21980,3
21990,3
22000,3
22010,3
22020,3
22030,3
22040,3
22050,3
22060,3
22070,3
22080,2
22090,2
22100,2
22110,2
22120,2
22130,2
22140,2
22150,2
22160,2
22170,2
22180,2
22190,2
22200,2
22210,2
22220,2
22230,2
22240,2
22250,2
22260,2
22270,2
22280,2
22290,2
22300,2
22310,2
22320,2
22330,2
22340,2
22350,2
22360,2
22370,2
22380,2
22390,2
22400,2
22410,2
22420,1
22430,1
22440,1
22450,1
22460,1
22470,1
22480,1
22490,1
22500,1
22510,1
22520,1
22530,1
22540,1
22550,1
22560,0
22570,0
22580,0
22590,0
22600,0
22610,0
22620,0
22630,0
22640,0
22650,0
22660,0
22670,0
22680,0
22690,0
22700,0
22710,0
22720,0
22730,0
22740,0
22750,0
22760,0
22770,0
22780,0
22790,0
22800,0
22810,0
22820,0
22830,0
22840,0
22850,0
22860,0
22870,0
22880,0
22890,0
22900,0
22910,0
22920,0
22930,0
22940,0
22950,0
22960,1
22970,1
22980,1
22990,1
23000,1
23010,1
23020,1
23030,1
23040,1
23050,1
23060,1
23070,1
23080,1
23090,1
23100,1
23110,1
23120,1
23130,1
23140,1
23150,1
23160,1
23170,1
23180,1
23190,1
23200,1
23210,1
23220,1
23230,1
23240,1
23250,1
23260,1
23270,1
23280,1
23290,1
23300,1
23310,1
23320,1
23330,1
23340,1
23350,1
23360,1
23370,1
23380,1
23390,1
23400,1
23410,1
23420,1
23430,1
23440,1
23450,1
23460,1
23470,2
23480,2
23490,2
23500,2
23510,2
23520,2
23530,2
23540,2
23550,2
23560,2
23570,2
23580,2
23590,2
23600,2
23610,2
23620,2
23630,2
23640,2
23650,2
23660,2
23670,2
23680,2
23690,2
23700,2
23710,0
23720,0
23730,0
23740,0
23750,0
23760,0
23770,0
23780,0
23790,0
23800,0
23810,0
23820,0
23830,0
23840,0
23850,0
23860,3
23870,3
23880,3
23890,3
23900,3
23910,3
23920,3
23930,3
23940,3
23950,3
23960,3
23970,3
23980,3
23990,3
24000,3
24010,3
24020,3
24030,3
24040,3
24050,3
24060,3
24070,3
24080,3
24090,3
24100,3
24110,3
24120,3
24130,3
24140,3
24150,3
24160,3
24170,3
24180,3
24190,3
24200,3
24210,3
24220,3
24230,3
24240,3
24250,3
24260,3
24270,3
24280,3
24290,3
24300,3
24310,3
24320,3
24330,3
24340,3
24350,3
24360,3
24370,3
24380,3
24390,3
24400,3
24410,3
24420,3
24430,3
24440,3
24450,3
24460,3
24470,3
24480,3
24490,2
24500,2
24510,2
24520,2
24530,2
24540,2
24550,2
24560,2
24570,2
24580,2
24590,2
24600,2
24610,2
24620,2
24630,2
24640,2
24650,2
24660,2
24670,2
24680,2
24690,2
24700,2
24710,2
24720,2
24730,2
24740,2
24750,2
24760,2
24770,2
24780,2
24790,2
24800,2
24810,2
24820,2
24830,2
24840,2
24850,2
24860,2
24870,2
24880,2
24890,2
24900,2
24910,2
24920,2
24930,2
24940,2
24950,2
24960,2
24970,2
24980,2
24990,2
25000,2
25010,2
25020,2
25030,2
25040,2
25050,2
25060,2
25070,2
25080,2
25090,2
25100,2
25110,2
25120,2
25130,2
25140,2
25150,2
25160,2
25170,2
25180,2
25190,2
25200,2
25210,2
25220,2
25230,2
25240,2
25250,2
25260,2
25270,2
25280,2
25290,2
25300,2
25310,2
25320,2
25330,2
25340,2
25350,2
25360,2
25370,2
25380,2
25390,2
25400,2
25410,2
25420,2
25430,2
25440,2
25450,2
25460,2
25470,2
25480,0
25490,0
25500,0
25510,0
25520,0
25530,0
25540,0
25550,0
25560,0
25570,0
25580,0
25590,0
25600,0
25610,0
25620,0
25630,0
25640,0
25650,0
25660,0
25670,0
25680,0
25690,0
25700,0
25710,0
25720,0
25730,0
25740,0
25750,0
25760,0
25770,0
25780,2
25790,2
25800,2
25810,2
25820,2
25830,2
25840,2
25850,2
25860,2
25870,2
25880,2
25890,2
25900,2
25910,2
25920,2
25930,2
25940,2
25950,2
25960,2
25970,2
25980,2
25990,2
26000,2
26010,2
26020,2
26030,2
26040,2
26050,2
26060,2
26070,2
26080,0
26090,0
26100,0
26110,0
26120,0
26130,0
26140,0
26150,0
26160,0
26170,0
26180,0
26190,0
26200,0
26210,0
26220,0
26230,0
26240,0
26250,0
26260,0
26270,0
26280,0
26290,0
26300,0
26310,2
26320,2
26330,2
26340,2
26350,2
26360,2
26370,2
26380,2
26390,2
26400,2
26410,2
26420,2
26430,2
26440,2
26450,2
26460,2
26470,2
26480,2
26490,2
26500,2
26510,2
26520,2
26530,2
26540,2
26550,2
26560,2
26570,2
26580,2
26590,2
26600,2
26610,2
26620,2
26630,2
26640,2
26650,2
26660,2
26670,2
26680,2
26690,2
26700,2
26710,2
26720,2
26730,2
26740,2
26750,2
26760,2
26770,2
26780,2
26790,2
26800,2
26810,2
26820,2
26830,2
26840,2
26850,1
26860,1
26870,1
26880,1
26890,1
26900,1
26910,1
26920,1
26930,1
26940,1
26950,0
26960,0
26970,0
26980,0
26990,0
27000,0
27010,0
27020,0
27030,0
27040,0
27050,0
27060,0
27070,0
27080,0
27090,0
27100,0
27110,0
27120,0
27130,2
27140,2
27150,2
27160,2
27170,2
27180,2
27190,2
27200,2
27210,2
27220,2
27230,2
27240,2
27250,2
27260,2
27270,2
27280,2
27290,2
27300,2
27310,2
27320,2
27330,2
27340,2
27350,2
27360,2
27370,2
27380,2
27390,2
27400,2
27410,2
27420,2
27430,2
27440,2
27450,2
27460,2
27470,2
27480,2
27490,2
27500,2
27510,2
27520,2
27530,2
27540,2
27550,2
27560,2
27570,2
27580,2
27590,2
27600,2
27610,2
27620,2
27630,2
27640,2
27650,2
27660,2
27670,2
27680,2
27690,2
27700,2
27710,2
27720,2
27730,2
27740,2
27750,2
27760,2
27770,0
27780,0
27790,0
27800,0
27810,0
27820,0
27830,0
27840,0
27850,0
27860,0
27870,0
27880,0
27890,0
27900,0
27910,0
27920,0
27930,0
27940,0
27950,0
27960,0
27970,0
27980,0
27990,0
28000,0
28010,0
28020,0
28030,0
28040,0
28050,0
28060,0
28070,0
28080,0
28090,0
28100,0
28110,0
28120,0
28130,0
28140,0
28150,0
28160,0
28170,0
